gde_nr,gde_name,Kanton,Anb_1_change_in_prozent,Anb_1_differenz,Anb_1_entwicklung,Anb_1_gruppen,Anb_1_Name,Anb_1_preis_2018,Anb_1_preis_2019,Anb_1_preis_2020,Anb_1_preis_2021,Anb_1_preis_2022,Anb_1_preis_2023,Anb_1_preis_pro_2022,Anb_1_preis_pro_2023,Anb_1_rang,Anb_1_rang_preis_pro_2023,Anb_1_verbrauch,Anb_2_change_in_prozent,Anb_2_differenz,Anb_2_entwicklung,Anb_2_gruppen,Anb_2_Name,Anb_2_preis_2018,Anb_2_preis_2019,Anb_2_preis_2020,Anb_2_preis_2021,Anb_2_preis_2022,Anb_2_preis_2023,Anb_2_preis_pro_2022,Anb_2_preis_pro_2023,Anb_2_rang,Anb_2_rang_preis_pro_2023,Anb_2_verbrauch,Anb_3_change_in_prozent,Anb_3_differenz,Anb_3_entwicklung,Anb_3_gruppen,Anb_3_Name,Anb_3_preis_2018,Anb_3_preis_2019,Anb_3_preis_2020,Anb_3_preis_2021,Anb_3_preis_2022,Anb_3_preis_2023,Anb_3_preis_pro_2022,Anb_3_preis_pro_2023,Anb_3_rang,Anb_3_rang_preis_pro_2023,Anb_3_verbrauch,change_in_perc_schnitt,anzahl_anbieter
3618,Lumnezia,GR,0,0,6.498,1,Repower AG,20,28,23,21,25,25,1125,1125,2196,717,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
3619,Ilanz/Glion,GR,13.33,90,3.988,2,Repower AG,17,16,25,17,15,17,675,765,1556,1893,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.33,1
3633,Fürstenau,GR,81.25,585,13.59,5,ewz,19,22,22,20,16,29,720,1305,45,132,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.25,1
3637,Rothenbrunnen,GR,40,-540,1.25,5,ewz,25,26,15,19,30,18,1350,810,426,1736,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1
3638,Scharans,GR,35.71,-450,7.854,4,Elektrizitätswerk der Gemeinde Scharans,17,22,19,16,28,18,1260,810,568,1736,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.71,1
3640,Sils im Domleschg,GR,47.37,405,5.416,5,Energieversorgungsstelle Sils i.D.,26,27,19,24,19,28,855,1260,278,275,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.37,1
3661,Cazis,GR,40,-450,-7.292,5,ewz,25,27,23,21,25,15,1125,675,426,2201,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1
3662,Flerden,GR,13.79,-180,3.294,2,ewz,26,20,18,30,29,25,1305,1125,1521,717,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.79,1
3663,Masein,GR,14.29,-180,5.498,2,ewz,21,20,24,19,28,24,1260,1080,1490,877,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.29,1
3668,Thusis,GR,11.11,-135,0.778,2,Energieversorgungsstelle Thusis,24,30,30,30,27,24,1215,1080,1677,877,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,1
3669,Tschappina,GR,21.05,-180,-2.314,3,ewz,19,15,16,22,19,15,855,675,1135,2201,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.05,1
3670,Urmein,GR,13.64,-135,-5.75,2,ewz,27,28,20,21,22,19,990,855,1531,1592,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.64,1
3672,Safiental,GR,44.44,360,5.784,5,Repower AG,24,26,25,15,18,26,810,1170,327,572,4500,16.67,135,5.516,3,Politische Gemeinde Safiental,22,20,30,15,18,21,810,945,1350,1305,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.555,2
3673,Domleschg,GR,34.62,-405,2.854,4,ewz,18,21,23,18,26,17,1170,765,594,1893,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.62,1
3681,Avers,GR,31.82,-315,-7.316,4,Energieversorgung Schams / Avers,24,24,24,28,22,15,990,675,683,2201,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.82,1
3695,Sufers,GR,23.81,225,12.274,3,Energieversorgungsstelle Sufers,16,23,26,21,21,26,945,1170,1014,572,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.81,1
3701,Andeer,GR,9.52,90,1.944,2,Energieversorgung Schams / Avers,26,29,27,15,21,23,945,1035,1769,1030,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.52,1
3711,Rongellen,GR,100,675,22.886,5,Energieversorgung Schams / Avers,17,27,17,20,15,30,675,1350,1,1,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1
3712,Zillis-Reischen,GR,0,0,5.222,1,Energieversorgung Schams / Avers,18,20,15,21,21,21,945,945,2196,1305,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
3713,Ferrera,GR,13.64,135,0.764,2,Energieversorgung Schams / Avers,29,19,28,25,22,25,990,1125,1531,717,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.64,1
3714,Rheinwald,GR,21.43,-270,6.984,3,Elektrizitätswerk Rheinwald,17,20,27,27,28,22,1260,990,1126,1156,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.43,1
3715,Muntogna da Schons,GR,40,270,10.926,5,Energieversorgung Schams / Avers,17,29,29,22,15,21,675,945,426,1305,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1
3721,Bonaduz,GR,33.33,-450,12.902,4,Rhiienergie AG,15,15,27,22,30,20,1350,900,612,1450,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.33,1
3722,Domat/Ems,GR,58.82,450,11.392,5,Rhiienergie AG,23,15,24,16,17,27,765,1215,169,429,4500,3.7,-45,0.346000000000001,1,Axpo Hydro Surselva AG,29,24,18,19,27,26,1215,1170,2131,572,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.26,2
3723,Rhäzüns,GR,21.05,-180,-11.326,3,Rhiienergie AG,30,25,28,29,19,15,855,675,1135,2201,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.05,1
3731,Felsberg,GR,13.64,135,7.752,2,Rhiienergie AG,20,24,29,18,22,25,990,1125,1531,717,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.64,1
3732,Flims,GR,52.94,405,5.78,5,Axpo Hydro Surselva AG,23,28,23,19,17,26,765,1170,220,572,4500,7.69,90,8.934,2,Flims Trin Energie AG,29,17,28,17,26,28,1170,1260,1853,275,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.314999999999998,2
3733,Tamins,GR,20.83,225,7.236,3,Rhiienergie AG,24,19,27,20,24,29,1080,1305,1156,132,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.83,1
3734,Trin,GR,23.81,-225,-10.21,3,Flims Trin Energie AG,29,23,24,26,21,16,945,720,1014,2037,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.81,1
3746,Zernez,GR,5.56,45,6.624,1,EE - ENERGIA ENGIADINA,17,29,26,24,18,19,810,855,1984,1592,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56,1
3752,Samnaun,GR,68.75,495,10.27,5,Elektrizitätswerk Samnaun,22,29,19,20,16,27,720,1215,96,429,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.75,1
3762,Scuol,GR,28.57,-270,-3.04,4,EE - ENERGIA ENGIADINA,28,15,17,30,21,15,945,675,805,2201,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.57,1
3764,Valsot,GR,28.57,-270,-5.018,4,EE - ENERGIA ENGIADINA,21,21,19,17,21,15,945,675,805,2201,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.57,1
3781,Bever,GR,26.67,-360,17.192,4,Repower AG,15,16,28,18,30,22,1350,990,899,1156,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.67,1
3782,Celerina/Schlarigna,GR,0,0,15.932,1,St. Moritz Energie,18,27,20,17,29,29,1305,1305,2196,132,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
3783,Madulain,GR,16.67,180,16.068,3,Repower AG,15,23,21,18,24,28,1080,1260,1350,275,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.67,1
3784,Pontresina,GR,13.64,-135,4.584,2,Repower AG,19,16,22,15,22,19,990,855,1531,1592,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.64,1
3785,La Punt-Chamues-ch,GR,4.55,45,1.834,1,Repower AG,26,18,29,26,22,23,990,1035,2056,1030,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.55,1
3786,Samedan,GR,35,315,7.53,4,Elektrizitätswerk der Gemeinde Samedan,20,17,20,20,20,27,900,1215,583,429,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1
3787,St. Moritz,GR,12.5,-135,-2.22,2,St. Moritz Energie,27,21,16,17,24,21,1080,945,1592,1305,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,1
3788,S-chanf,GR,40.74,-495,-2.498,5,Energia S-Chanf,26,16,18,29,27,16,1215,720,414,2037,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.74,1
3789,Sils im Engadin/Segl,GR,46.43,-585,-4.256,5,Repower AG,28,19,26,19,28,15,1260,675,307,2201,4500,20,-225,-1.092,3,Azienda Elettrica Grevasalvas,24,24,20,29,25,20,1125,900,1187,1450,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.215,2
3790,Silvaplana,GR,31.58,270,1.614,4,Repower AG,29,15,17,18,19,25,855,1125,707,717,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.58,1
3791,Zuoz,GR,8.33,-90,3.534,2,Repower AG,24,29,16,24,24,22,1080,990,1821,1156,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33,1
3792,Bregaglia,GR,4,-45,7.532,1,Azienda Elettrica Bregaglia AEB,20,15,20,30,25,24,1125,1080,2105,877,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1
3804,Buseno,GR,73.33,495,18.802,5,Azienda Elettrica Buseno,16,17,29,21,15,26,675,1170,70,572,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.33,1
3805,Castaneda,GR,43.75,315,10.91,5,Società Elettrica Sopracenerina SA (Mesolcina),18,16,22,28,16,23,720,1035,343,1030,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.75,1
3808,Rossa,GR,8,90,7.168,2,Consorzio energia elettrica Calanca (CEEC),20,25,28,23,25,27,1125,1215,1841,429,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1
3810,Santa Maria in Calanca,GR,35.71,-450,-0.572,4,Società Elettrica Sopracenerina SA (Mesolcina),21,23,21,22,28,18,1260,810,568,1736,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.71,1
3821,Lostallo,GR,6.25,45,2.216,1,Media Mesolcina Energia,25,25,16,30,16,17,720,765,1949,1893,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,1
3822,Mesocco,GR,20.83,-225,0.62,3,Azienda Elettrica Comunale Mesocco,20,23,23,19,24,19,1080,855,1156,1592,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.83,1
3823,Soazza,GR,12,135,2.526,2,Media Mesolcina Energia,28,25,17,19,25,28,1125,1260,1619,275,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1
3831,Cama,GR,6.9,-90,4.604,1,Azienda Elettrica Cama,23,21,28,25,29,27,1305,1215,1908,429,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,1
3832,Grono,GR,34.62,-405,-4.054,4,Società Elettrica Sopracenerina SA (Mesolcina),24,30,23,24,26,17,1170,765,594,1893,4500,19.05,180,6.974,3,Azienda Elettrica Cama,20,28,21,23,21,25,945,1125,1256,717,4500,19.05,180,2.716,3,Media Mesolcina Energia,24,23,25,30,21,25,945,1125,1256,717,4500,24.24,3
3834,Roveredo (GR),GR,10.34,-135,0.526,2,Società Elettrica Sopracenerina SA (Mesolcina),28,20,20,26,29,26,1305,1170,1736,572,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.34,1
3835,San Vittore,GR,37.5,-405,2.978,4,Società Semplice Comuni Concedenti Elin,17,17,25,18,24,15,1080,675,509,2201,4500,33.33,270,10.314,4,Società Elettrica Sopracenerina SA (Mesolcina),16,20,17,15,18,24,810,1080,612,877,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.415,2
3837,Calanca,GR,11.11,135,10.302,2,Consorzio energia elettrica Calanca (CEEC),19,23,20,23,27,30,1215,1350,1677,1,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,1
3847,Val Müstair,GR,19.05,-180,-5.016,3,Provedimaint Electric Val Müstair,27,18,25,29,21,17,945,765,1256,1893,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.05,1
3851,Davos,GR,20.83,-225,-7.324,3,EWD Elektrizitätswerk Davos AG,30,25,19,22,24,19,1080,855,1156,1592,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.83,1
3861,Fideris,GR,3.7,45,19.696,1,Repower AG,17,25,29,15,27,28,1215,1260,2131,275,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,1
3862,Furna,GR,10.53,90,2.79,2,Repower AG,21,17,21,27,19,21,855,945,1716,1305,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.53,1
3863,Jenaz,GR,27.27,-270,-0.588,4,Repower AG,19,21,17,24,22,16,990,720,869,2037,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.27,1
3871,Klosters,GR,27.27,-270,-7.574,4,Repower AG,27,29,27,18,22,16,990,720,869,2037,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.27,1
3881,Conters im Prättigau,GR,32.14,-405,-2.458,4,Repower AG,28,18,18,18,28,19,1260,855,669,1592,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.14,1
3882,Küblis,GR,16,-180,8.124,2,Repower AG,16,17,16,25,25,21,1125,945,1405,1305,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1
3891,Luzein,GR,21.05,180,8.978,3,Repower AG,17,21,29,25,19,23,855,1035,1135,1030,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.05,1
3901,Chur,GR,33.33,-450,1.176,4,IBC Energie Wasser Chur,28,23,16,16,30,20,1350,900,612,1450,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.33,1
3911,Churwalden,GR,38.1,360,5.656,4,Rabiosa Energie,27,20,27,30,21,29,945,1305,486,132,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1,1
3921,Arosa,GR,15.38,180,13.026,2,Arosa Energie,20,26,27,17,26,30,1170,1350,1445,1,4500,5.26,45,7.154,1,IBC Energie Wasser Chur,17,26,30,29,19,20,855,900,2000,1450,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.32,2
3932,Tschiertschen-Praden,GR,15.38,180,3.65,2,Elektrizitätswerk der Gemeinde Tschiertschen-Praden,26,29,27,23,26,30,1170,1350,1445,1,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.38,1
3945,Trimmis,GR,30.43,-315,-4.32,4,Gemeinde Trimmis,22,27,29,28,23,16,1035,720,740,2037,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.43,1
3946,Untervaz,GR,18.18,180,0.932,3,Elektroversorgung Untervaz,27,22,27,28,22,26,990,1170,1292,572,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.18,1
3947,Zizers,GR,47.06,360,7.634,5,Repower AG,21,27,21,15,17,25,765,1125,284,717,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.06,1
3951,Fläsch,GR,20.83,225,9.652,3,Repower AG,25,27,17,30,24,29,1080,1305,1156,132,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.83,1
3952,Jenins,GR,44.44,-540,5.602,5,Elektrizitätswerk Jenins,18,16,30,22,27,15,1215,675,327,2201,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.44,1
3953,Maienfeld,GR,28.57,270,5.76,4,AG Elektrizitätswerk Maienfeld,23,25,25,17,21,27,945,1215,805,429,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.57,1
3954,Malans,GR,27.27,-270,-3.54,4,Repower AG,22,15,16,18,22,16,990,720,869,2037,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.27,1
3955,Landquart,GR,47.06,360,6.456,5,Repower AG,23,29,27,29,17,25,765,1125,284,717,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.06,1
3961,Grüsch,GR,47.06,360,8.68,5,Repower AG,22,24,19,28,17,25,765,1125,284,717,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.06,1
3962,Schiers,GR,14.29,-135,-1.332,2,Repower AG,26,15,16,26,21,18,945,810,1490,1736,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.29,1
3972,Seewis im Prättigau,GR,41.18,315,12.866,5,Repower AG,15,17,24,19,17,24,765,1080,401,877,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.18,1
